word             ,Weight      ,type
brutality        ,1.0         ,anger
annihilate       ,1.0         ,anger
tyrant           ,1.0         ,anger
tyrannical       ,0.83        ,anger
massacre         ,0.83        ,anger
sabotage         ,0.83        ,anger
aggressive       ,0.83        ,anger
destroyed        ,0.83        ,anger
manslaughter     ,0.83        ,anger
revenge          ,0.83        ,anger
savage           ,0.83        ,anger
terrorism        ,0.67        ,anger
aggression       ,0.67        ,anger
violent          ,0.67        ,anger
combat           ,0.67        ,anger
condemnation     ,0.67        ,anger
murderous        ,0.67        ,anger
venom            ,0.67        ,anger
annihilation     ,0.67        ,anger
fatal            ,0.67        ,anger
infanticide      ,0.67        ,anger
murder           ,0.67        ,anger
riotous          ,0.67        ,anger
terrorist        ,0.67        ,anger
outcry           ,0.5         ,anger
conflict         ,0.5         ,anger
dangerous        ,0.5         ,anger
slam             ,0.5         ,anger
defiant          ,0.5         ,anger
disparage        ,0.5         ,anger
homicidal        ,0.5         ,anger
inferno          ,0.5         ,anger
punch            ,0.5         ,anger
rebel            ,0.5         ,anger
retaliate        ,0.5         ,anger
armed            ,0.5         ,anger
blast            ,0.5         ,anger
bloody           ,0.5         ,anger
commotion        ,0.5         ,anger
deadly           ,0.5         ,anger
devil            ,0.5         ,anger
discrimination   ,0.5         ,anger
enslaved         ,0.5         ,anger
fervor           ,0.5         ,anger
gun              ,0.5         ,anger
holocaust        ,0.5         ,anger
kicking          ,0.5         ,anger
killing          ,0.5         ,anger
loathe           ,0.5         ,anger
lunacy           ,0.5         ,anger
mob              ,0.5         ,anger
outrage          ,0.5         ,anger
penetration      ,0.5         ,anger
penitentiary     ,0.5         ,anger
poisonous        ,0.5         ,anger
punishment       ,0.5         ,anger
revolt           ,0.5         ,anger
sizzle           ,0.5         ,anger
slap             ,0.5         ,anger
slaughterhouse   ,0.5         ,anger
spiteful         ,0.5         ,anger
treacherous      ,0.5         ,anger
untoward         ,0.5         ,anger
feud             ,0.33        ,anger
threat           ,0.33        ,anger
assault          ,0.33        ,anger
belligerent      ,0.33        ,anger
destructive      ,0.33        ,anger
devastation      ,0.33        ,anger
hostilities      ,0.33        ,anger
invader          ,0.33        ,anger
jerk             ,0.33        ,anger
oppression       ,0.33        ,anger
rampage          ,0.33        ,anger
retaliation      ,0.33        ,anger
tirade           ,0.33        ,anger
violation        ,0.33        ,anger
wrath            ,0.33        ,anger
attacking        ,0.33        ,anger
blasphemous      ,0.33        ,anger
brutal           ,0.33        ,anger
combative        ,0.33        ,anger
darkness         ,0.33        ,anger
expletive        ,0.33        ,anger
explode          ,0.33        ,anger
hatred           ,0.33        ,anger
horrible         ,0.33        ,anger
injure           ,0.33        ,anger
insane           ,0.33        ,anger
livid            ,0.33        ,anger
lunatic          ,0.33        ,anger
neglected        ,0.33        ,anger
screwed          ,0.33        ,anger
slash            ,0.33        ,anger
slavery          ,0.33        ,anger
slayer           ,0.33        ,anger
smash            ,0.33        ,anger
vicious          ,0.33        ,anger
warrior          ,0.33        ,anger
anarchy          ,0.33        ,anger
assassinate      ,0.33        ,anger
avenger          ,0.33        ,anger
battle           ,0.33        ,anger
beating          ,0.33        ,anger
bile             ,0.33        ,anger
bitterness       ,0.33        ,anger
brimstone        ,0.33        ,anger
destroyer        ,0.33        ,anger
diabolical       ,0.33        ,anger
dictatorial      ,0.33        ,anger
distressing      ,0.33        ,anger
duel             ,0.33        ,anger
eradicate        ,0.33        ,anger
eradication      ,0.33        ,anger
erupt            ,0.33        ,anger
exaggerate       ,0.33        ,anger
executioner      ,0.33        ,anger
extermination    ,0.33        ,anger
fight            ,0.33        ,anger
hell             ,0.33        ,anger
hit              ,0.33        ,anger
horror           ,0.33        ,anger
immorality       ,0.33        ,anger
inflict          ,0.33        ,anger
intruder         ,0.33        ,anger
invade           ,0.33        ,anger
leukemia         ,0.33        ,anger
malign           ,0.33        ,anger
mule             ,0.33        ,anger
poaching         ,0.33        ,anger
raging           ,0.33        ,anger
revulsion        ,0.33        ,anger
savagery         ,0.33        ,anger
scapegoat        ,0.33        ,anger
surcharge        ,0.33        ,anger
tempest          ,0.33        ,anger
terrorize        ,0.33        ,anger
thump            ,0.33        ,anger
tumult           ,0.33        ,anger
unbridled        ,0.33        ,anger
uprising         ,0.33        ,anger
usurped          ,0.33        ,anger
victim           ,0.33        ,anger
warfare          ,0.33        ,anger
wretch           ,0.33        ,anger
clashing         ,0.17        ,anger
antagonistic     ,0.17        ,anger
offense          ,0.17        ,anger
argue            ,0.17        ,anger
atrocity         ,0.17        ,anger
fierce           ,0.17        ,anger
harmful          ,0.17        ,anger
malevolent       ,0.17        ,anger
screaming        ,0.17        ,anger
skirmish         ,0.17        ,anger
violence         ,0.17        ,anger
aggressor        ,0.17        ,anger
agitated         ,0.17        ,anger
animus           ,0.17        ,anger
antipathy        ,0.17        ,anger
antithesis       ,0.17        ,anger
averse           ,0.17        ,anger
chaos            ,0.17        ,anger
detest           ,0.17        ,anger
dishonor         ,0.17        ,anger
dissonance       ,0.17        ,anger
fallacious       ,0.17        ,anger
growl            ,0.17        ,anger
hurt             ,0.17        ,anger
hysterical       ,0.17        ,anger
indignant        ,0.17        ,anger
quarrel          ,0.17        ,anger
resistance       ,0.17        ,anger
ruthless         ,0.17        ,anger
scolding         ,0.17        ,anger
unfairness       ,0.17        ,anger
wreck            ,0.17        ,anger
adversary        ,0.17        ,anger
annihilated      ,0.17        ,anger
assail           ,0.17        ,anger
awful            ,0.17        ,anger
barbaric         ,0.17        ,anger
brawl            ,0.17        ,anger
coerce           ,0.17        ,anger
coercion         ,0.17        ,anger
collusion        ,0.17        ,anger
confront         ,0.17        ,anger
conquest         ,0.17        ,anger
decry            ,0.17        ,anger
demolish         ,0.17        ,anger
depreciate       ,0.17        ,anger
derogatory       ,0.17        ,anger
destroying       ,0.17        ,anger
destruction      ,0.17        ,anger
disclaim         ,0.17        ,anger
evil             ,0.17        ,anger
ferocity         ,0.17        ,anger
fits             ,0.17        ,anger
gallows          ,0.17        ,anger
injustice        ,0.17        ,anger
insurrection     ,0.17        ,anger
intimidation     ,0.17        ,anger
jealousy         ,0.17        ,anger
jeopardize       ,0.17        ,anger
maniac           ,0.17        ,anger
opponent         ,0.17        ,anger
opposition       ,0.17        ,anger
politics         ,0.17        ,anger
rejection        ,0.17        ,anger
robbery          ,0.17        ,anger
scoff            ,0.17        ,anger
shout            ,0.17        ,anger
shove            ,0.17        ,anger
smack            ,0.17        ,anger
snarl            ,0.17        ,anger
sordid           ,0.17        ,anger
strangle         ,0.17        ,anger
threaten         ,0.17        ,anger
threatening      ,0.17        ,anger
vengeful         ,0.17        ,anger
warlike          ,0.17        ,anger
yell             ,0.17        ,anger
abhorrent        ,0.17        ,anger
angry            ,0.17        ,anger
animosity        ,0.17        ,anger
assailant        ,0.17        ,anger
assassin         ,0.17        ,anger
attack           ,0.17        ,anger
attorney         ,0.17        ,anger
bad              ,0.17        ,anger
banished         ,0.17        ,anger
bayonet          ,0.17        ,anger
blasphemy        ,0.17        ,anger
bloodshed        ,0.17        ,anger
bomb             ,0.17        ,anger
burial           ,0.17        ,anger
butcher          ,0.17        ,anger
canker           ,0.17        ,anger
carnage          ,0.17        ,anger
challenge        ,0.17        ,anger
clash            ,0.17        ,anger
combatant        ,0.17        ,anger
communism        ,0.17        ,anger
confiscate       ,0.17        ,anger
contentious      ,0.17        ,anger
convict          ,0.17        ,anger
corrupting       ,0.17        ,anger
cross            ,0.17        ,anger
cruel            ,0.17        ,anger
cutting          ,0.17        ,anger
damage           ,0.17        ,anger
deceive          ,0.17        ,anger
demon            ,0.17        ,anger
deny             ,0.17        ,anger
deplorable       ,0.17        ,anger
depraved         ,0.17        ,anger
depreciated      ,0.17        ,anger
despicable       ,0.17        ,anger
dictatorship     ,0.17        ,anger
difficulty       ,0.17        ,anger
disagree         ,0.17        ,anger
disparaging      ,0.17        ,anger
dispossessed     ,0.17        ,anger
dupe             ,0.17        ,anger
effigy           ,0.17        ,anger
egregious        ,0.17        ,anger
elimination      ,0.17        ,anger
endanger         ,0.17        ,anger
excite           ,0.17        ,anger
exile            ,0.17        ,anger
fiend            ,0.17        ,anger
firearms         ,0.17        ,anger
forcibly         ,0.17        ,anger
forsaken         ,0.17        ,anger
fury             ,0.17        ,anger
gang             ,0.17        ,anger
godless          ,0.17        ,anger
gore             ,0.17        ,anger
grim             ,0.17        ,anger
hanging          ,0.17        ,anger
hating           ,0.17        ,anger
homicide         ,0.17        ,anger
honest           ,0.17        ,anger
hunting          ,0.17        ,anger
imprisoned       ,0.17        ,anger
indict           ,0.17        ,anger
injurious        ,0.17        ,anger
insanity         ,0.17        ,anger
insidious        ,0.17        ,anger
intense          ,0.17        ,anger
intolerant       ,0.17        ,anger
involvement      ,0.17        ,anger
jab              ,0.17        ,anger
kidnap           ,0.17        ,anger
lynch            ,0.17        ,anger
manipulation     ,0.17        ,anger
menace           ,0.17        ,anger
moral            ,0.17        ,anger
mortality        ,0.17        ,anger
mutilation       ,0.17        ,anger
nepotism         ,0.17        ,anger
obliterated      ,0.17        ,anger
oblivion         ,0.17        ,anger
paralyzed        ,0.17        ,anger
patter           ,0.17        ,anger
perpetrator      ,0.17        ,anger
picket           ,0.17        ,anger
pillage          ,0.17        ,anger
plunder          ,0.17        ,anger
pound            ,0.17        ,anger
pow              ,0.17        ,anger
powerful         ,0.17        ,anger
prisoner         ,0.17        ,anger
pry              ,0.17        ,anger
rabid            ,0.17        ,anger
rail             ,0.17        ,anger
rape             ,0.17        ,anger
react            ,0.17        ,anger
rebellion        ,0.17        ,anger
recklessness     ,0.17        ,anger
renegade         ,0.17        ,anger
renounce         ,0.17        ,anger
reprimand        ,0.17        ,anger
restrain         ,0.17        ,anger
retribution      ,0.17        ,anger
rook             ,0.17        ,anger
ruinous          ,0.17        ,anger
schism           ,0.17        ,anger
schizophrenia    ,0.17        ,anger
sectarian        ,0.17        ,anger
shell            ,0.17        ,anger
shoot            ,0.17        ,anger
shooting         ,0.17        ,anger
sinful           ,0.17        ,anger
sinister         ,0.17        ,anger
slaughtering     ,0.17        ,anger
slave            ,0.17        ,anger
sneak            ,0.17        ,anger
socialist        ,0.17        ,anger
spanking         ,0.17        ,anger
stab             ,0.17        ,anger
stalemate        ,0.17        ,anger
stifled          ,0.17        ,anger
strike           ,0.17        ,anger
stripped         ,0.17        ,anger
suicidal         ,0.17        ,anger
suicide          ,0.17        ,anger
swastika         ,0.17        ,anger
theocratic       ,0.17        ,anger
thrash           ,0.17        ,anger
thresh           ,0.17        ,anger
throttle         ,0.17        ,anger
torpedo          ,0.17        ,anger
treason          ,0.17        ,anger
turbulence       ,0.17        ,anger
unattainable     ,0.17        ,anger
unpaid           ,0.17        ,anger
usurp            ,0.17        ,anger
vendetta         ,0.17        ,anger
vengeance        ,0.17        ,anger
venomous         ,0.17        ,anger
violently        ,0.17        ,anger
volatility       ,0.17        ,anger
vulgarity        ,0.17        ,anger
warden           ,0.17        ,anger
warp             ,0.17        ,anger
wring            ,0.17        ,anger
yelp             ,0.17        ,anger
wrecked          ,0.0         ,anger
cruelty          ,0.0         ,anger
infidelity       ,0.0         ,anger
intolerable      ,0.0         ,anger
ruined           ,0.0         ,anger
betray           ,0.0         ,anger
demonic          ,0.0         ,anger
devastate        ,0.0         ,anger
disapproved      ,0.0         ,anger
hurtful          ,0.0         ,anger
outburst         ,0.0         ,anger
revolting        ,0.0         ,anger
rob              ,0.0         ,anger
shit             ,0.0         ,anger
vehement         ,0.0         ,anger
accuser          ,0.0         ,anger
altercation      ,0.0         ,anger
anger            ,0.0         ,anger
aversion         ,0.0         ,anger
badness          ,0.0         ,anger
berserk          ,0.0         ,anger
bitch            ,0.0         ,anger
criminal         ,0.0         ,anger
cursed           ,0.0         ,anger
daemon           ,0.0         ,anger
damn             ,0.0         ,anger
desecration      ,0.0         ,anger
despise          ,0.0         ,anger
disapproving     ,0.0         ,anger
dismissal        ,0.0         ,anger
disobedient      ,0.0         ,anger
dispute          ,0.0         ,anger
furiously        ,0.0         ,anger
harass           ,0.0         ,anger
incendiary       ,0.0         ,anger
malice           ,0.0         ,anger
militia          ,0.0         ,anger
obstructive      ,0.0         ,anger
prick            ,0.0         ,anger
reckless         ,0.0         ,anger
repellent        ,0.0         ,anger
retaliatory      ,0.0         ,anger
scold            ,0.0         ,anger
sullen           ,0.0         ,anger
uncontrollable   ,0.0         ,anger
villainous       ,0.0         ,anger
abandonment      ,0.0         ,anger
abuse            ,0.0         ,anger
adverse          ,0.0         ,anger
adversity        ,0.0         ,anger
aftermath        ,0.0         ,anger
allegation       ,0.0         ,anger
anarchist        ,0.0         ,anger
anathema         ,0.0         ,anger
antagonism       ,0.0         ,anger
antagonist       ,0.0         ,anger
bang             ,0.0         ,anger
bias             ,0.0         ,anger
blame            ,0.0         ,anger
boisterous       ,0.0         ,anger
broil            ,0.0         ,anger
broken           ,0.0         ,anger
busted           ,0.0         ,anger
chaotic          ,0.0         ,anger
choke            ,0.0         ,anger
clamor           ,0.0         ,anger
collision        ,0.0         ,anger
concussion       ,0.0         ,anger
confinement      ,0.0         ,anger
conspirator      ,0.0         ,anger
consternation    ,0.0         ,anger
contemptuous     ,0.0         ,anger
contraband       ,0.0         ,anger
crazy            ,0.0         ,anger
crucifixion      ,0.0         ,anger
cruelly          ,0.0         ,anger
cutthroat        ,0.0         ,anger
damnation        ,0.0         ,anger
dastardly        ,0.0         ,anger
defect           ,0.0         ,anger
defense          ,0.0         ,anger
delusional       ,0.0         ,anger
deprivation      ,0.0         ,anger
despair          ,0.0         ,anger
despotism        ,0.0         ,anger
detainee         ,0.0         ,anger
devastating      ,0.0         ,anger
disgruntled      ,0.0         ,anger
disobey          ,0.0         ,anger
dissension       ,0.0         ,anger
disservice       ,0.0         ,anger
disturbed        ,0.0         ,anger
doomsday         ,0.0         ,anger
dumps            ,0.0         ,anger
endangered       ,0.0         ,anger
eruption         ,0.0         ,anger
escalate         ,0.0         ,anger
exasperation     ,0.0         ,anger
expulsion        ,0.0         ,anger
falsification    ,0.0         ,anger
ferocious        ,0.0         ,anger
feudalism        ,0.0         ,anger
forfeit          ,0.0         ,anger
foul             ,0.0         ,anger
frenetic         ,0.0         ,anger
frightful        ,0.0         ,anger
furious          ,0.0         ,anger
furor            ,0.0         ,anger
gall             ,0.0         ,anger
greed            ,0.0         ,anger
gruff            ,0.0         ,anger
hateful          ,0.0         ,anger
hostile          ,0.0         ,anger
immaturity       ,0.0         ,anger
incongruous      ,0.0         ,anger
inexcusable      ,0.0         ,anger
inoperative      ,0.0         ,anger
insulting        ,0.0         ,anger
intractable      ,0.0         ,anger
lawsuit          ,0.0         ,anger
libel            ,0.0         ,anger
liberate         ,0.0         ,anger
mad              ,0.0         ,anger
malignant        ,0.0         ,anger
mocking          ,0.0         ,anger
molestation      ,0.0         ,anger
murderer         ,0.0         ,anger
obliterate       ,0.0         ,anger
obstacle         ,0.0         ,anger
odious           ,0.0         ,anger
offend           ,0.0         ,anger
oppressor        ,0.0         ,anger
overbearing      ,0.0         ,anger
penalty          ,0.0         ,anger
persecute        ,0.0         ,anger
pirate           ,0.0         ,anger
polemic          ,0.0         ,anger
preclude         ,0.0         ,anger
profanity        ,0.0         ,anger
quandary         ,0.0         ,anger
raid             ,0.0         ,anger
rave             ,0.0         ,anger
reject           ,0.0         ,anger
reproach         ,0.0         ,anger
restitution      ,0.0         ,anger
rifle            ,0.0         ,anger
riot             ,0.0         ,anger
scare            ,0.0         ,anger
scorching        ,0.0         ,anger
scourge          ,0.0         ,anger
scream           ,0.0         ,anger
shortage         ,0.0         ,anger
shriek           ,0.0         ,anger
sinner           ,0.0         ,anger
slaughter        ,0.0         ,anger
snarling         ,0.0         ,anger
stigma           ,0.0         ,anger
storming         ,0.0         ,anger
sucker           ,0.0         ,anger
tackle           ,0.0         ,anger
talons           ,0.0         ,anger
thoughtless      ,0.0         ,anger
thug             ,0.0         ,anger
tolerate         ,0.0         ,anger
tortious         ,0.0         ,anger
torture          ,0.0         ,anger
toughness        ,0.0         ,anger
traitor          ,0.0         ,anger
treachery        ,0.0         ,anger
trespass         ,0.0         ,anger
troublesome      ,0.0         ,anger
uncertain        ,0.0         ,anger
victimized       ,0.0         ,anger
wound            ,0.0         ,anger
wreak            ,0.0         ,anger
                 ,0.0         ,anger
abolish          ,0.0         ,anger
accusation       ,0.0         ,anger
actionable       ,0.0         ,anger
adder            ,0.0         ,anger
advocacy         ,0.0         ,anger
agony            ,0.0         ,anger
alienate         ,0.0         ,anger
anarchism        ,0.0         ,anger
antichrist       ,0.0         ,anger
armament         ,0.0         ,anger
banger           ,0.0         ,anger
bankruptcy       ,0.0         ,anger
banshee          ,0.0         ,anger
bee              ,0.0         ,anger
bellows          ,0.0         ,anger
belt             ,0.0         ,anger
birthplace       ,0.0         ,anger
blaze            ,0.0         ,anger
boxing           ,0.0         ,anger
brute            ,0.0         ,anger
buffet           ,0.0         ,anger
burke            ,0.0         ,anger
cane             ,0.0         ,anger
cannon           ,0.0         ,anger
cash             ,0.0         ,anger
casualty         ,0.0         ,anger
caution          ,0.0         ,anger
censor           ,0.0         ,anger
chaff            ,0.0         ,anger
chant            ,0.0         ,anger
claimant         ,0.0         ,anger
coldness         ,0.0         ,anger
compress         ,0.0         ,anger
concealment      ,0.0         ,anger
confine          ,0.0         ,anger
controversial    ,0.0         ,anger
coop             ,0.0         ,anger
counsellor       ,0.0         ,anger
coup             ,0.0         ,anger
court            ,0.0         ,anger
crazed           ,0.0         ,anger
crime            ,0.0         ,anger
crunch           ,0.0         ,anger
cur              ,0.0         ,anger
dame             ,0.0         ,anger
dashed           ,0.0         ,anger
deflate          ,0.0         ,anger
defy             ,0.0         ,anger
denounce         ,0.0         ,anger
deportation      ,0.0         ,anger
depravity        ,0.0         ,anger
derogation       ,0.0         ,anger
desert           ,0.0         ,anger
disallowed       ,0.0         ,anger
disappoint       ,0.0         ,anger
disease          ,0.0         ,anger
disfigured       ,0.0         ,anger
disgusting       ,0.0         ,anger
disobedience     ,0.0         ,anger
duplicity        ,0.0         ,anger
dying            ,0.0         ,anger
elbow            ,0.0         ,anger
epidemic         ,0.0         ,anger
eschew           ,0.0         ,anger
evade            ,0.0         ,anger
excitation       ,0.0         ,anger
execution        ,0.0         ,anger
expel            ,0.0         ,anger
explosive        ,0.0         ,anger
extinguish       ,0.0         ,anger
fee              ,0.0         ,anger
fenced           ,0.0         ,anger
fleece           ,0.0         ,anger
fluctuation      ,0.0         ,anger
foray            ,0.0         ,anger
forearm          ,0.0         ,anger
friction         ,0.0         ,anger
fugitive         ,0.0         ,anger
furnace          ,0.0         ,anger
gibberish        ,0.0         ,anger
gnome            ,0.0         ,anger
gonorrhea        ,0.0         ,anger
guillotine       ,0.0         ,anger
guilty           ,0.0         ,anger
harbinger        ,0.0         ,anger
harry            ,0.0         ,anger
homeless         ,0.0         ,anger
hood             ,0.0         ,anger
horrific         ,0.0         ,anger
hostage          ,0.0         ,anger
huff             ,0.0         ,anger
idiocy           ,0.0         ,anger
illegal          ,0.0         ,anger
illegality       ,0.0         ,anger
illicit          ,0.0         ,anger
impermeable      ,0.0         ,anger
implicate        ,0.0         ,anger
inadmissible     ,0.0         ,anger
incase           ,0.0         ,anger
incense          ,0.0         ,anger
indecency        ,0.0         ,anger
indoctrination   ,0.0         ,anger
infamous         ,0.0         ,anger
inhuman          ,0.0         ,anger
insecure         ,0.0         ,anger
lace             ,0.0         ,anger
lagging          ,0.0         ,anger
latent           ,0.0         ,anger
lava             ,0.0         ,anger
lawyer           ,0.0         ,anger
lightning        ,0.0         ,anger
liquor           ,0.0         ,anger
litigate         ,0.0         ,anger
loath            ,0.0         ,anger
lose             ,0.0         ,anger
martial          ,0.0         ,anger
mastery          ,0.0         ,anger
mighty           ,0.0         ,anger
money            ,0.0         ,anger
morals           ,0.0         ,anger
morbidity        ,0.0         ,anger
mosque           ,0.0         ,anger
mournful         ,0.0         ,anger
muff             ,0.0         ,anger
mug              ,0.0         ,anger
myopia           ,0.0         ,anger
nether           ,0.0         ,anger
nurture          ,0.0         ,anger
obliging         ,0.0         ,anger
opinionated      ,0.0         ,anger
orc              ,0.0         ,anger
orchestra        ,0.0         ,anger
paralysis        ,0.0         ,anger
pare             ,0.0         ,anger
payback          ,0.0         ,anger
persecution      ,0.0         ,anger
perverse         ,0.0         ,anger
pervert          ,0.0         ,anger
playful          ,0.0         ,anger
poisoned         ,0.0         ,anger
possession       ,0.0         ,anger
poverty          ,0.0         ,anger
powerless        ,0.0         ,anger
prejudice        ,0.0         ,anger
presumptuous     ,0.0         ,anger
pretending       ,0.0         ,anger
ram              ,0.0         ,anger
ranger           ,0.0         ,anger
rapping          ,0.0         ,anger
rating           ,0.0         ,anger
raving           ,0.0         ,anger
remand           ,0.0         ,anger
remiss           ,0.0         ,anger
remove           ,0.0         ,anger
repay            ,0.0         ,anger
reprisal         ,0.0         ,anger
resign           ,0.0         ,anger
retract          ,0.0         ,anger
reversal         ,0.0         ,anger
revoke           ,0.0         ,anger
revolution       ,0.0         ,anger
rheumatism       ,0.0         ,anger
ribbon           ,0.0         ,anger
ringer           ,0.0         ,anger
rocket           ,0.0         ,anger
row              ,0.0         ,anger
saloon           ,0.0         ,anger
scandalous       ,0.0         ,anger
scar             ,0.0         ,anger
scarcity         ,0.0         ,anger
scorpion         ,0.0         ,anger
scrapie          ,0.0         ,anger
sedition         ,0.0         ,anger
sentence         ,0.0         ,anger
shaky            ,0.0         ,anger
sham             ,0.0         ,anger
sharpen          ,0.0         ,anger
shatter          ,0.0         ,anger
shoplifting      ,0.0         ,anger
simmer           ,0.0         ,anger
sin              ,0.0         ,anger
sisterhood       ,0.0         ,anger
skewed           ,0.0         ,anger
skid             ,0.0         ,anger
slut             ,0.0         ,anger
sly              ,0.0         ,anger
smuggler         ,0.0         ,anger
spear            ,0.0         ,anger
standstill       ,0.0         ,anger
steal            ,0.0         ,anger
sterling         ,0.0         ,anger
stingy           ,0.0         ,anger
stone            ,0.0         ,anger
stranger         ,0.0         ,anger
subsidy          ,0.0         ,anger
subversive       ,0.0         ,anger
surly            ,0.0         ,anger
theft            ,0.0         ,anger
tighten          ,0.0         ,anger
treat            ,0.0         ,anger
tree             ,0.0         ,anger
tremor           ,0.0         ,anger
tripping         ,0.0         ,anger
tussle           ,0.0         ,anger
underpaid        ,0.0         ,anger
unthinkable      ,0.0         ,anger
vampire          ,0.0         ,anger
versus           ,0.0         ,anger
veto             ,0.0         ,anger
vindicate        ,0.0         ,anger
vote             ,0.0         ,anger
waffle           ,0.0         ,anger
wench            ,0.0         ,anger
wince            ,0.0         ,anger
wireless         ,0.0         ,anger
witch            ,0.0         ,anger
witchcraft       ,0.0         ,anger
wop              ,0.0         ,anger
words            ,0.0         ,anger
wrongdoing       ,0.0         ,anger
youth            ,0.0         ,anger
abomination      ,0.0         ,anger
alcoholism       ,0.0         ,anger
annoy            ,0.0         ,anger
arson            ,0.0         ,anger
assassination    ,0.0         ,anger
backbone         ,0.0         ,anger
battalion        ,0.0         ,anger
bloodthirsty     ,0.0         ,anger
bombard          ,0.0         ,anger
catastrophe      ,0.0         ,anger
condemn          ,0.0         ,anger
crusade          ,0.0         ,anger
danger           ,0.0         ,anger
defamatory       ,0.0         ,anger
defendant        ,0.0         ,anger
degeneracy       ,0.0         ,anger
deplore          ,0.0         ,anger
deterioration    ,0.0         ,anger
detonation       ,0.0         ,anger
disgraced        ,0.0         ,anger
disused          ,0.0         ,anger
dominate         ,0.0         ,anger
earthquake       ,0.0         ,anger
endless          ,0.0         ,anger
enforce          ,0.0         ,anger
gory             ,0.0         ,anger
humbug           ,0.0         ,anger
idiotic          ,0.0         ,anger
incarceration    ,0.0         ,anger
infidel          ,0.0         ,anger
injury           ,0.0         ,anger
insignificant    ,0.0         ,anger
loss             ,0.0         ,anger
onerous          ,0.0         ,anger
opium            ,0.0         ,anger
oppress          ,0.0         ,anger
owing            ,0.0         ,anger
punishing        ,0.0         ,anger
separatist       ,0.0         ,anger
slander          ,0.0         ,anger
soldier          ,0.0         ,anger
spank            ,0.0         ,anger
suppression      ,0.0         ,anger
thief            ,0.0         ,anger
wrangling        ,0.0         ,anger
wrongly          ,0.0         ,anger
scoundrel        ,-0.13       ,anger
fuming           ,-0.13       ,anger
irate            ,-0.13       ,anger
nasty            ,-0.13       ,anger
tension          ,-0.13       ,anger
accursed         ,-0.13       ,anger
aggravated       ,-0.13       ,anger
disgust          ,-0.13       ,anger
divorce          ,-0.13       ,anger
fraudulent       ,-0.13       ,anger
frenzied         ,-0.13       ,anger
inept            ,-0.13       ,anger
inimical         ,-0.13       ,anger
invasion         ,-0.13       ,anger
madden           ,-0.13       ,anger
madness          ,-0.13       ,anger
painful          ,-0.13       ,anger
poison           ,-0.13       ,anger
rivalry          ,-0.13       ,anger
scorn            ,-0.13       ,anger
taunt            ,-0.13       ,anger
terrible         ,-0.13       ,anger
torment          ,-0.13       ,anger
turmoil          ,-0.13       ,anger
ungrateful       ,-0.13       ,anger
abandoned        ,-0.13       ,anger
accused          ,-0.13       ,anger
aggravating      ,-0.13       ,anger
arrogant         ,-0.13       ,anger
bark             ,-0.13       ,anger
barrier          ,-0.13       ,anger
blackmail        ,-0.13       ,anger
brazen           ,-0.13       ,anger
cheat            ,-0.13       ,anger
compulsion       ,-0.13       ,anger
crabby           ,-0.13       ,anger
criticize        ,-0.13       ,anger
deceit           ,-0.13       ,anger
defiance         ,-0.13       ,anger
defraud          ,-0.13       ,anger
disaster         ,-0.13       ,anger
disastrous       ,-0.13       ,anger
discontent       ,-0.13       ,anger
disliked         ,-0.13       ,anger
disparity        ,-0.13       ,anger
distrust         ,-0.13       ,anger
exacerbation     ,-0.13       ,anger
falsehood        ,-0.13       ,anger
frowning         ,-0.13       ,anger
frustration      ,-0.13       ,anger
growling         ,-0.13       ,anger
grudge           ,-0.13       ,anger
hellish          ,-0.13       ,anger
hopelessness     ,-0.13       ,anger
hostility        ,-0.13       ,anger
incite           ,-0.13       ,anger
inequality       ,-0.13       ,anger
ire              ,-0.13       ,anger
irritable        ,-0.13       ,anger
jealous          ,-0.13       ,anger
kick             ,-0.13       ,anger
malpractice      ,-0.13       ,anger
meddle           ,-0.13       ,anger
misstatement     ,-0.13       ,anger
objection        ,-0.13       ,anger
opposed          ,-0.13       ,anger
oppressive       ,-0.13       ,anger
pitfall          ,-0.13       ,anger
prejudicial      ,-0.13       ,anger
prohibited       ,-0.13       ,anger
prosecute        ,-0.13       ,anger
punished         ,-0.13       ,anger
ravenous         ,-0.13       ,anger
recalcitrant     ,-0.13       ,anger
recession        ,-0.13       ,anger
resent           ,-0.13       ,anger
resentment       ,-0.13       ,anger
selfish          ,-0.13       ,anger
shock            ,-0.13       ,anger
smite            ,-0.13       ,anger
standoff         ,-0.13       ,anger
strained         ,-0.13       ,anger
struggle         ,-0.13       ,anger
subversion       ,-0.13       ,anger
suppress         ,-0.13       ,anger
undesirable      ,-0.13       ,anger
unhappy          ,-0.13       ,anger
unlucky          ,-0.13       ,anger
vindictive       ,-0.13       ,anger
wasted           ,-0.13       ,anger
wasteful         ,-0.13       ,anger
wrongful         ,-0.13       ,anger
alienation       ,-0.13       ,anger
anxiety          ,-0.13       ,anger
arraignment      ,-0.13       ,anger
asshole          ,-0.13       ,anger
avarice          ,-0.13       ,anger
bane             ,-0.13       ,anger
barb             ,-0.13       ,anger
bear             ,-0.13       ,anger
bearish          ,-0.13       ,anger
beast            ,-0.13       ,anger
belittle         ,-0.13       ,anger
betrayal         ,-0.13       ,anger
bickering        ,-0.13       ,anger
bigot            ,-0.13       ,anger
birch            ,-0.13       ,anger
blatant          ,-0.13       ,anger
blockade         ,-0.13       ,anger
bout             ,-0.13       ,anger
callous          ,-0.13       ,anger
