word             ,Weight      ,type
possibility      ,-0.4        ,anticipation
signify          ,-0.4        ,anticipation
aspire           ,-0.4        ,anticipation
audience         ,-0.4        ,anticipation
captivate        ,-0.4        ,anticipation
cash             ,-0.4        ,anticipation
cherish          ,-0.4        ,anticipation
courtship        ,-0.4        ,anticipation
deserve          ,-0.4        ,anticipation
embrace          ,-0.4        ,anticipation
enthusiasm       ,-0.4        ,anticipation
erotic           ,-0.4        ,anticipation
excite           ,-0.4        ,anticipation
experiment       ,-0.4        ,anticipation
optimism         ,-0.4        ,anticipation
plan             ,-0.4        ,anticipation
quest            ,-0.4        ,anticipation
vacation         ,-0.4        ,anticipation
yearning         ,-0.4        ,anticipation
accolade         ,-0.4        ,anticipation
allure           ,-0.4        ,anticipation
art              ,-0.4        ,anticipation
award            ,-0.4        ,anticipation
changeable       ,-0.4        ,anticipation
comfort          ,-0.4        ,anticipation
commemoration    ,-0.4        ,anticipation
elevation        ,-0.4        ,anticipation
entertainment    ,-0.4        ,anticipation
excitation       ,-0.4        ,anticipation
fancy            ,-0.4        ,anticipation
fete             ,-0.4        ,anticipation
grin             ,-0.4        ,anticipation
happiness        ,-0.4        ,anticipation
hopeful          ,-0.4        ,anticipation
inquiry          ,-0.4        ,anticipation
intended         ,-0.4        ,anticipation
intimate         ,-0.4        ,anticipation
lover            ,-0.4        ,anticipation
magnificence     ,-0.4        ,anticipation
marry            ,-0.4        ,anticipation
matrimony        ,-0.4        ,anticipation
ongoing          ,-0.4        ,anticipation
orgasm           ,-0.4        ,anticipation
raffle           ,-0.4        ,anticipation
recipient        ,-0.4        ,anticipation
rejoicing        ,-0.4        ,anticipation
seductive        ,-0.4        ,anticipation
superstitious    ,-0.4        ,anticipation
surprisingly     ,-0.4        ,anticipation
thought          ,-0.4        ,anticipation
thrilling        ,-0.4        ,anticipation
top              ,-0.4        ,anticipation
uplift           ,-0.4        ,anticipation
zest             ,-0.4        ,anticipation
enjoy            ,-0.6        ,anticipation
passion          ,-0.6        ,anticipation
enthusiast       ,-0.6        ,anticipation
exciting         ,-0.6        ,anticipation
winnings         ,-0.6        ,anticipation
abundance        ,-0.6        ,anticipation
ambition         ,-0.6        ,anticipation
develop          ,-0.6        ,anticipation
enchanting       ,-0.6        ,anticipation
enjoying         ,-0.6        ,anticipation
enroll           ,-0.6        ,anticipation
flirt            ,-0.6        ,anticipation
hankering        ,-0.6        ,anticipation
motion           ,-0.6        ,anticipation
nascent          ,-0.6        ,anticipation
rekindle         ,-0.6        ,anticipation
romance          ,-0.6        ,anticipation
savor            ,-0.6        ,anticipation
speculative      ,-0.6        ,anticipation
tantalizing      ,-0.6        ,anticipation
excited          ,-0.8        ,anticipation
intrigue         ,-0.8        ,anticipation
edification      ,-0.8        ,anticipation
enchant          ,-0.8        ,anticipation
friendly         ,-1.0        ,anticipation
invite           ,-1.0        ,anticipation
abominable       ,1.0         ,disgust
aversion         ,1.0         ,disgust
murder           ,1.0         ,disgust
abuse            ,0.75        ,disgust
bitch            ,0.75        ,disgust
crucifixion      ,0.75        ,disgust
depravity        ,0.75        ,disgust
grotesque        ,0.75        ,disgust
massacre         ,0.75        ,disgust
plague           ,0.75        ,disgust
revoke           ,0.75        ,disgust
sin              ,0.75        ,disgust
sinister         ,0.75        ,disgust
abhorrent        ,0.5         ,disgust
arrogant         ,0.5         ,disgust
condescension    ,0.5         ,disgust
criminal         ,0.5         ,disgust
egotistical      ,0.5         ,disgust
wickedness       ,0.5         ,disgust
aberration       ,0.5         ,disgust
abomination      ,0.5         ,disgust
barbaric         ,0.5         ,disgust
belittle         ,0.5         ,disgust
betray           ,0.5         ,disgust
bigot            ,0.5         ,disgust
callous          ,0.5         ,disgust
cancer           ,0.5         ,disgust
cannibal         ,0.5         ,disgust
chagrin          ,0.5         ,disgust
contagion        ,0.5         ,disgust
cur              ,0.5         ,disgust
deformity        ,0.5         ,disgust
desecration      ,0.5         ,disgust
devil            ,0.5         ,disgust
fraudulent       ,0.5         ,disgust
grisly           ,0.5         ,disgust
harmful          ,0.5         ,disgust
horror           ,0.5         ,disgust
idiot            ,0.5         ,disgust
infanticide      ,0.5         ,disgust
infestation      ,0.5         ,disgust
insidious        ,0.5         ,disgust
loathing         ,0.5         ,disgust
malfeasance      ,0.5         ,disgust
monstrosity      ,0.5         ,disgust
nefarious        ,0.5         ,disgust
offensive        ,0.5         ,disgust
pervert          ,0.5         ,disgust
pest             ,0.5         ,disgust
repellent        ,0.5         ,disgust
revolting        ,0.5         ,disgust
sewage           ,0.5         ,disgust
stealing         ,0.5         ,disgust
thug             ,0.5         ,disgust
unruly           ,0.5         ,disgust
vermin           ,0.5         ,disgust
vomit            ,0.5         ,disgust
vulgar           ,0.5         ,disgust
dislike          ,0.25        ,disgust
ghastly          ,0.25        ,disgust
unnatural        ,0.25        ,disgust
appalling        ,0.25        ,disgust
blight           ,0.25        ,disgust
corpse           ,0.25        ,disgust
deplorable       ,0.25        ,disgust
despise          ,0.25        ,disgust
disgraceful      ,0.25        ,disgust
distaste         ,0.25        ,disgust
evil             ,0.25        ,disgust
hateful          ,0.25        ,disgust
holocaust        ,0.25        ,disgust
lethal           ,0.25        ,disgust
neurotic         ,0.25        ,disgust
phlegm           ,0.25        ,disgust
scum             ,0.25        ,disgust
sordid           ,0.25        ,disgust
vicious          ,0.25        ,disgust
abortion         ,0.25        ,disgust
accusation       ,0.25        ,disgust
adultery         ,0.25        ,disgust
affliction       ,0.25        ,disgust
annoyance        ,0.25        ,disgust
antichrist       ,0.25        ,disgust
aphid            ,0.25        ,disgust
arsenic          ,0.25        ,disgust
avarice          ,0.25        ,disgust
bad              ,0.25        ,disgust
bastard          ,0.25        ,disgust
beastly          ,0.25        ,disgust
bitterness       ,0.25        ,disgust
blame            ,0.25        ,disgust
blister          ,0.25        ,disgust
bogus            ,0.25        ,disgust
boil             ,0.25        ,disgust
butcher          ,0.25        ,disgust
cad              ,0.25        ,disgust
cannibalism      ,0.25        ,disgust
catastrophe      ,0.25        ,disgust
coerce           ,0.25        ,disgust
condemnation     ,0.25        ,disgust
conspirator      ,0.25        ,disgust
contaminated     ,0.25        ,disgust
contamination    ,0.25        ,disgust
contempt         ,0.25        ,disgust
corrupting       ,0.25        ,disgust
coward           ,0.25        ,disgust
cringe           ,0.25        ,disgust
criticize        ,0.25        ,disgust
crude            ,0.25        ,disgust
cruel            ,0.25        ,disgust
cursing          ,0.25        ,disgust
deadly           ,0.25        ,disgust
debris           ,0.25        ,disgust
degrade          ,0.25        ,disgust
deleterious      ,0.25        ,disgust
demonic          ,0.25        ,disgust
deplore          ,0.25        ,disgust
depreciate       ,0.25        ,disgust
derogation       ,0.25        ,disgust
derogatory       ,0.25        ,disgust
despicable       ,0.25        ,disgust
deteriorated     ,0.25        ,disgust
detest           ,0.25        ,disgust
devilish         ,0.25        ,disgust
dirty            ,0.25        ,disgust
disappointed     ,0.25        ,disgust
discoloration    ,0.25        ,disgust
disgusting       ,0.25        ,disgust
dishonesty       ,0.25        ,disgust
dishonor         ,0.25        ,disgust
dismemberment    ,0.25        ,disgust
disreputable     ,0.25        ,disgust
dung             ,0.25        ,disgust
dying            ,0.25        ,disgust
endemic          ,0.25        ,disgust
enemy            ,0.25        ,disgust
epidemic         ,0.25        ,disgust
eradication      ,0.25        ,disgust
exasperation     ,0.25        ,disgust
excrement        ,0.25        ,disgust
excretion        ,0.25        ,disgust
faeces           ,0.25        ,disgust
filth            ,0.25        ,disgust
fleece           ,0.25        ,disgust
flinch           ,0.25        ,disgust
freakish         ,0.25        ,disgust
furious          ,0.25        ,disgust
garish           ,0.25        ,disgust
gore             ,0.25        ,disgust
gory             ,0.25        ,disgust
grimy            ,0.25        ,disgust
grumble          ,0.25        ,disgust
gut              ,0.25        ,disgust
harass           ,0.25        ,disgust
hate             ,0.25        ,disgust
hatred           ,0.25        ,disgust
horrible         ,0.25        ,disgust
horrific         ,0.25        ,disgust
hostile          ,0.25        ,disgust
hypocrite        ,0.25        ,disgust
immoral          ,0.25        ,disgust
indignation      ,0.25        ,disgust
infidel          ,0.25        ,disgust
insanity         ,0.25        ,disgust
insulting        ,0.25        ,disgust
intolerance      ,0.25        ,disgust
intoxicated      ,0.25        ,disgust
intrusive        ,0.25        ,disgust
irrational       ,0.25        ,disgust
jealousy         ,0.25        ,disgust
lament           ,0.25        ,disgust
lawsuit          ,0.25        ,disgust
leeches          ,0.25        ,disgust
liar             ,0.25        ,disgust
livid            ,0.25        ,disgust
loathe           ,0.25        ,disgust
lying            ,0.25        ,disgust
maggot           ,0.25        ,disgust
malaria          ,0.25        ,disgust
malicious        ,0.25        ,disgust
malign           ,0.25        ,disgust
manslaughter     ,0.25        ,disgust
masochism        ,0.25        ,disgust
materialist      ,0.25        ,disgust
misconduct       ,0.25        ,disgust
misery           ,0.25        ,disgust
misleading       ,0.25        ,disgust
mucus            ,0.25        ,disgust
murderer         ,0.25        ,disgust
murderous        ,0.25        ,disgust
mutilated        ,0.25        ,disgust
mutiny           ,0.25        ,disgust
nausea           ,0.25        ,disgust
noxious          ,0.25        ,disgust
perverse         ,0.25        ,disgust
perversion       ,0.25        ,disgust
perverted        ,0.25        ,disgust
phony            ,0.25        ,disgust
pig              ,0.25        ,disgust
plunder          ,0.25        ,disgust
poison           ,0.25        ,disgust
pollution        ,0.25        ,disgust
powerless        ,0.25        ,disgust
prick            ,0.25        ,disgust
puke             ,0.25        ,disgust
punishment       ,0.25        ,disgust
quack            ,0.25        ,disgust
rabid            ,0.25        ,disgust
rancid           ,0.25        ,disgust
rape             ,0.25        ,disgust
rascal           ,0.25        ,disgust
reproach         ,0.25        ,disgust
ridicule         ,0.25        ,disgust
robbery          ,0.25        ,disgust
rogue            ,0.25        ,disgust
savor            ,0.25        ,disgust
scar             ,0.25        ,disgust
scold            ,0.25        ,disgust
separatist       ,0.25        ,disgust
serpent          ,0.25        ,disgust
sham             ,0.25        ,disgust
shit             ,0.25        ,disgust
sinner           ,0.25        ,disgust
slaughtering     ,0.25        ,disgust
sloth            ,0.25        ,disgust
sour             ,0.25        ,disgust
stinking         ,0.25        ,disgust
suicidal         ,0.25        ,disgust
swampy           ,0.25        ,disgust
swine            ,0.25        ,disgust
terrorist        ,0.25        ,disgust
theft            ,0.25        ,disgust
tirade           ,0.25        ,disgust
toilet           ,0.25        ,disgust
torture          ,0.25        ,disgust
treacherous      ,0.25        ,disgust
ugliness         ,0.25        ,disgust
unfair           ,0.25        ,disgust
unmanageable     ,0.25        ,disgust
vampire          ,0.25        ,disgust
venomous         ,0.25        ,disgust
violent          ,0.25        ,disgust
violently        ,0.25        ,disgust
vulture          ,0.25        ,disgust
witch            ,0.25        ,disgust
annoy            ,0.0         ,disgust
uncaring         ,0.0         ,disgust
bitterly         ,0.0         ,disgust
displeased       ,0.0         ,disgust
manure           ,0.0         ,disgust
sickness         ,0.0         ,disgust
subjugation      ,0.0         ,disgust
unsightly        ,0.0         ,disgust
antagonistic     ,0.0         ,disgust
banshee          ,0.0         ,disgust
betrayal         ,0.0         ,disgust
bloated          ,0.0         ,disgust
brawl            ,0.0         ,disgust
carnage          ,0.0         ,disgust
cess             ,0.0         ,disgust
damn             ,0.0         ,disgust
death            ,0.0         ,disgust
defective        ,0.0         ,disgust
disclaim         ,0.0         ,disgust
disdain          ,0.0         ,disgust
diseased         ,0.0         ,disgust
disgraced        ,0.0         ,disgust
dismal           ,0.0         ,disgust
disobedience     ,0.0         ,disgust
displeasure      ,0.0         ,disgust
disregarded      ,0.0         ,disgust
excellence       ,0.0         ,disgust
failure          ,0.0         ,disgust
fiend            ,0.0         ,disgust
fool             ,0.0         ,disgust
frustrate        ,0.0         ,disgust
grating          ,0.0         ,disgust
groan            ,0.0         ,disgust
heretic          ,0.0         ,disgust
horrid           ,0.0         ,disgust
humble           ,0.0         ,disgust
illicit          ,0.0         ,disgust
illiterate       ,0.0         ,disgust
imprisonment     ,0.0         ,disgust
infamous         ,0.0         ,disgust
jealous          ,0.0         ,disgust
lick             ,0.0         ,disgust
lush             ,0.0         ,disgust
malevolent       ,0.0         ,disgust
miserable        ,0.0         ,disgust
muck             ,0.0         ,disgust
odious           ,0.0         ,disgust
oppress          ,0.0         ,disgust
outcast          ,0.0         ,disgust
painful          ,0.0         ,disgust
perdition        ,0.0         ,disgust
pompous          ,0.0         ,disgust
provoking        ,0.0         ,disgust
repellant        ,0.0         ,disgust
repelling        ,0.0         ,disgust
repulsion        ,0.0         ,disgust
ruined           ,0.0         ,disgust
senseless        ,0.0         ,disgust
sludge           ,0.0         ,disgust
swamp            ,0.0         ,disgust
tasteless        ,0.0         ,disgust
toad             ,0.0         ,disgust
unbearable       ,0.0         ,disgust
unfavorable      ,0.0         ,disgust
ungrateful       ,0.0         ,disgust
unlawful         ,0.0         ,disgust
unsatisfied      ,0.0         ,disgust
untoward         ,0.0         ,disgust
unwashed         ,0.0         ,disgust
unworthy         ,0.0         ,disgust
waste            ,0.0         ,disgust
worsening        ,0.0         ,disgust
wretched         ,0.0         ,disgust
wrongful         ,0.0         ,disgust
                 ,0.0         ,disgust
adder            ,0.0         ,disgust
anaconda         ,0.0         ,disgust
baboon           ,0.0         ,disgust
bang             ,0.0         ,disgust
barrow           ,0.0         ,disgust
bestial          ,0.0         ,disgust
bile             ,0.0         ,disgust
bloodthirsty     ,0.0         ,disgust
bovine           ,0.0         ,disgust
boy              ,0.0         ,disgust
brothel          ,0.0         ,disgust
canker           ,0.0         ,disgust
carcass          ,0.0         ,disgust
celebrity        ,0.0         ,disgust
cholera          ,0.0         ,disgust
clamor           ,0.0         ,disgust
coercion         ,0.0         ,disgust
collusion        ,0.0         ,disgust
contagious       ,0.0         ,disgust
contemptible     ,0.0         ,disgust
copycat          ,0.0         ,disgust
creature         ,0.0         ,disgust
cystic           ,0.0         ,disgust
daft             ,0.0         ,disgust
dandy            ,0.0         ,disgust
deceive          ,0.0         ,disgust
deformed         ,0.0         ,disgust
demon            ,0.0         ,disgust
derision         ,0.0         ,disgust
diarrhoea        ,0.0         ,disgust
diatribe         ,0.0         ,disgust
disaster         ,0.0         ,disgust
disgrace         ,0.0         ,disgust
disobey          ,0.0         ,disgust
distrust         ,0.0         ,disgust
dysentery        ,0.0         ,disgust
elf              ,0.0         ,disgust
elimination      ,0.0         ,disgust
enema            ,0.0         ,disgust
entrails         ,0.0         ,disgust
evade            ,0.0         ,disgust
expel            ,0.0         ,disgust
farcical         ,0.0         ,disgust
fat              ,0.0         ,disgust
feces            ,0.0         ,disgust
flabby           ,0.0         ,disgust
flea             ,0.0         ,disgust
flesh            ,0.0         ,disgust
flog             ,0.0         ,disgust
fugitive         ,0.0         ,disgust
fungus           ,0.0         ,disgust
gall             ,0.0         ,disgust
gelatin          ,0.0         ,disgust
gent             ,0.0         ,disgust
germ             ,0.0         ,disgust
ghetto           ,0.0         ,disgust
glitter          ,0.0         ,disgust
grumpy           ,0.0         ,disgust
guillotine       ,0.0         ,disgust
heartworm        ,0.0         ,disgust
homeless         ,0.0         ,disgust
honest           ,0.0         ,disgust
hulk             ,0.0         ,disgust
idolatry         ,0.0         ,disgust
immorality       ,0.0         ,disgust
incase           ,0.0         ,disgust
incompatible     ,0.0         ,disgust
inconvenient     ,0.0         ,disgust
incredulous      ,0.0         ,disgust
indecency        ,0.0         ,disgust
infidelity       ,0.0         ,disgust
instability      ,0.0         ,disgust
instinctive      ,0.0         ,disgust
john             ,0.0         ,disgust
kite             ,0.0         ,disgust
larceny          ,0.0         ,disgust
larger           ,0.0         ,disgust
lavatory         ,0.0         ,disgust
lawyer           ,0.0         ,disgust
litigate         ,0.0         ,disgust
loo              ,0.0         ,disgust
lord             ,0.0         ,disgust
louse            ,0.0         ,disgust
lumpy            ,0.0         ,disgust
lusty            ,0.0         ,disgust
lynch            ,0.0         ,disgust
misconception    ,0.0         ,disgust
mishap           ,0.0         ,disgust
misplace         ,0.0         ,disgust
misstatement     ,0.0         ,disgust
mistress         ,0.0         ,disgust
mortification    ,0.0         ,disgust
mouthful         ,0.0         ,disgust
nasty            ,0.0         ,disgust
nauseous         ,0.0         ,disgust
nicotine         ,0.0         ,disgust
nurture          ,0.0         ,disgust
obesity          ,0.0         ,disgust
octopus          ,0.0         ,disgust
overpriced       ,0.0         ,disgust
persecution      ,0.0         ,disgust
pestilence       ,0.0         ,disgust
pimple           ,0.0         ,disgust
polygamy         ,0.0         ,disgust
pregnancy        ,0.0         ,disgust
prejudiced       ,0.0         ,disgust
prostitute       ,0.0         ,disgust
prostitution     ,0.0         ,disgust
rash             ,0.0         ,disgust
rave             ,0.0         ,disgust
recidivism       ,0.0         ,disgust
reflux           ,0.0         ,disgust
regurgitation    ,0.0         ,disgust
remiss           ,0.0         ,disgust
rubbish          ,0.0         ,disgust
sarcasm          ,0.0         ,disgust
schizophrenia    ,0.0         ,disgust
scorpion         ,0.0         ,disgust
selfish          ,0.0         ,disgust
sentence         ,0.0         ,disgust
servile          ,0.0         ,disgust
sewer            ,0.0         ,disgust
sewerage         ,0.0         ,disgust
shanghai         ,0.0         ,disgust
sinful           ,0.0         ,disgust
slaughterhouse   ,0.0         ,disgust
slayer           ,0.0         ,disgust
slop             ,0.0         ,disgust
slut             ,0.0         ,disgust
smell            ,0.0         ,disgust
smelling         ,0.0         ,disgust
smuggler         ,0.0         ,disgust
smut             ,0.0         ,disgust
snake            ,0.0         ,disgust
sneeze           ,0.0         ,disgust
soil             ,0.0         ,disgust
soot             ,0.0         ,disgust
soulless         ,0.0         ,disgust
spit             ,0.0         ,disgust
sticky           ,0.0         ,disgust
stools           ,0.0         ,disgust
stripped         ,0.0         ,disgust
swarm            ,0.0         ,disgust
taboo            ,0.0         ,disgust
tawny            ,0.0         ,disgust
termite          ,0.0         ,disgust
thief            ,0.0         ,disgust
thrash           ,0.0         ,disgust
trash            ,0.0         ,disgust
treason          ,0.0         ,disgust
treat            ,0.0         ,disgust
tree             ,0.0         ,disgust
tribunal         ,0.0         ,disgust
tyrant           ,0.0         ,disgust
unequal          ,0.0         ,disgust
venom            ,0.0         ,disgust
vulgarity        ,0.0         ,disgust
whore            ,0.0         ,disgust
wimpy            ,0.0         ,disgust
winning          ,0.0         ,disgust
wrangling        ,0.0         ,disgust
wreck            ,0.0         ,disgust
abnormal         ,0.0         ,disgust
affront          ,0.0         ,disgust
alien            ,0.0         ,disgust
amphetamines     ,0.0         ,disgust
anthrax          ,0.0         ,disgust
atrocity         ,0.0         ,disgust
banish           ,0.0         ,disgust
bigoted          ,0.0         ,disgust
bleeding         ,0.0         ,disgust
bloody           ,0.0         ,disgust
cacophony        ,0.0         ,disgust
claimant         ,0.0         ,disgust
convict          ,0.0         ,disgust
cough            ,0.0         ,disgust
crawl            ,0.0         ,disgust
critter          ,0.0         ,disgust
deceit           ,0.0         ,disgust
denunciation     ,0.0         ,disgust
deranged         ,0.0         ,disgust
despotism        ,0.0         ,disgust
diabolical       ,0.0         ,disgust
discrimination   ,0.0         ,disgust
flatulence       ,0.0         ,disgust
gaby             ,0.0         ,disgust
guilt            ,0.0         ,disgust
homicide         ,0.0         ,disgust
incubus          ,0.0         ,disgust
latrines         ,0.0         ,disgust
lesbian          ,0.0         ,disgust
lewd             ,0.0         ,disgust
litigious        ,0.0         ,disgust
lurid            ,0.0         ,disgust
muff             ,0.0         ,disgust
musty            ,0.0         ,disgust
notoriety        ,0.0         ,disgust
obnoxious        ,0.0         ,disgust
offend           ,0.0         ,disgust
outrage          ,0.0         ,disgust
poaching         ,0.0         ,disgust
poisoned         ,0.0         ,disgust
powerful         ,0.0         ,disgust
retard           ,0.0         ,disgust
rob              ,0.0         ,disgust
ruthless         ,0.0         ,disgust
shabby           ,0.0         ,disgust
slander          ,0.0         ,disgust
slaughter        ,0.0         ,disgust
slur             ,0.0         ,disgust
slush            ,0.0         ,disgust
stomach          ,0.0         ,disgust
strangle         ,0.0         ,disgust
sump             ,0.0         ,disgust
swig             ,0.0         ,disgust
tariff           ,0.0         ,disgust
teeming          ,0.0         ,disgust
tetanus          ,0.0         ,disgust
tramp            ,0.0         ,disgust
vesicular        ,0.0         ,disgust
victimized       ,0.0         ,disgust
worthless        ,0.0         ,disgust
awful            ,-0.333333333,disgust
depreciated      ,-0.333333333,disgust
depressing       ,-0.333333333,disgust
disapprove       ,-0.333333333,disgust
disrespectful    ,-0.333333333,disgust
frantic          ,-0.333333333,disgust
gray             ,-0.333333333,disgust
nappy            ,-0.333333333,disgust
oppression       ,-0.333333333,disgust
punished         ,-0.333333333,disgust
spurious         ,-0.333333333,disgust
terrible         ,-0.333333333,disgust
unhealthy        ,-0.333333333,disgust
aghast           ,-0.333333333,disgust
airs             ,-0.333333333,disgust
alienate         ,-0.333333333,disgust
atrophy          ,-0.333333333,disgust
autopsy          ,-0.333333333,disgust
badness          ,-0.333333333,disgust
banishment       ,-0.333333333,disgust
bankruptcy       ,-0.333333333,disgust
barf             ,-0.333333333,disgust
bickering        ,-0.333333333,disgust
blob             ,-0.333333333,disgust
blunder          ,-0.333333333,disgust
bug              ,-0.333333333,disgust
bum              ,-0.333333333,disgust
bummer           ,-0.333333333,disgust
bureaucrat       ,-0.333333333,disgust
burnt            ,-0.333333333,disgust
cadaver          ,-0.333333333,disgust
carelessness     ,-0.333333333,disgust
catechism        ,-0.333333333,disgust
collapse         ,-0.333333333,disgust
compost          ,-0.333333333,disgust
cove             ,-0.333333333,disgust
crushing         ,-0.333333333,disgust
cupping          ,-0.333333333,disgust
dabbling         ,-0.333333333,disgust
decompose        ,-0.333333333,disgust
default          ,-0.333333333,disgust
defiance         ,-0.333333333,disgust
degeneracy       ,-0.333333333,disgust
deprivation      ,-0.333333333,disgust
desert           ,-0.333333333,disgust
dirt             ,-0.333333333,disgust
disallowed       ,-0.333333333,disgust
disappointment   ,-0.333333333,disgust
disapproving     ,-0.333333333,disgust
discolored       ,-0.333333333,disgust
discontinuity    ,-0.333333333,disgust
disintegrate     ,-0.333333333,disgust
dislocated       ,-0.333333333,disgust
disparity        ,-0.333333333,disgust
dispose          ,-0.333333333,disgust
disqualified     ,-0.333333333,disgust
dissection       ,-0.333333333,disgust
disservice       ,-0.333333333,disgust
distorted        ,-0.333333333,disgust
distress         ,-0.333333333,disgust
divorce          ,-0.333333333,disgust
donkey           ,-0.333333333,disgust
dreadfully       ,-0.333333333,disgust
exclusion        ,-0.333333333,disgust
exigent          ,-0.333333333,disgust
expulsion        ,-0.333333333,disgust
falsity          ,-0.333333333,disgust
fatty            ,-0.333333333,disgust
feeling          ,-0.333333333,disgust
finally          ,-0.333333333,disgust
flagrant         ,-0.333333333,disgust
foul             ,-0.333333333,disgust
glut             ,-0.333333333,disgust
gluttony         ,-0.333333333,disgust
gnome            ,-0.333333333,disgust
goo              ,-0.333333333,disgust
gorge            ,-0.333333333,disgust
gratuitous       ,-0.333333333,disgust
greasy           ,-0.333333333,disgust
gruesome         ,-0.333333333,disgust
hag              ,-0.333333333,disgust
hanging          ,-0.333333333,disgust
hardened         ,-0.333333333,disgust
hell             ,-0.333333333,disgust
hood             ,-0.333333333,disgust
hostility        ,-0.333333333,disgust
huff             ,-0.333333333,disgust
hydrocephalus    ,-0.333333333,disgust
ignorant         ,-0.333333333,disgust
illegal          ,-0.333333333,disgust
illegality       ,-0.333333333,disgust
illegitimate     ,-0.333333333,disgust
imprisoned       ,-0.333333333,disgust
inappropriate    ,-0.333333333,disgust
incarceration    ,-0.333333333,disgust
incestuous       ,-0.333333333,disgust
inconsiderate    ,-0.333333333,disgust
incurable        ,-0.333333333,disgust
indecent         ,-0.333333333,disgust
inept            ,-0.333333333,disgust
infantile        ,-0.333333333,disgust
infect           ,-0.333333333,disgust
inhuman          ,-0.333333333,disgust
inmate           ,-0.333333333,disgust
interested       ,-0.333333333,disgust
interior         ,-0.333333333,disgust
lagging          ,-0.333333333,disgust
laxative         ,-0.333333333,disgust
leer             ,-0.333333333,disgust
lesser           ,-0.333333333,disgust
lonely           ,-0.333333333,disgust
loon             ,-0.333333333,disgust
lose             ,-0.333333333,disgust
mad              ,-0.333333333,disgust
mange            ,-0.333333333,disgust
misguided        ,-0.333333333,disgust
mistrust         ,-0.333333333,disgust
monochrome       ,-0.333333333,disgust
morals           ,-0.333333333,disgust
morbidity        ,-0.333333333,disgust
muddy            ,-0.333333333,disgust
murky            ,-0.333333333,disgust
neglected        ,-0.333333333,disgust
nepotism         ,-0.333333333,disgust
nettle           ,-0.333333333,disgust
nose             ,-0.333333333,disgust
oddity           ,-0.333333333,disgust
ogre             ,-0.333333333,disgust
oppressive       ,-0.333333333,disgust
paucity          ,-0.333333333,disgust
perspiration     ,-0.333333333,disgust
petroleum        ,-0.333333333,disgust
piles            ,-0.333333333,disgust
pillage          ,-0.333333333,disgust
pious            ,-0.333333333,disgust
pitfall          ,-0.333333333,disgust
pornography      ,-0.333333333,disgust
possessed        ,-0.333333333,disgust
possession       ,-0.333333333,disgust
poverty          ,-0.333333333,disgust
presumptuous     ,-0.333333333,disgust
prolong          ,-0.333333333,disgust
pungent          ,-0.333333333,disgust
quagmire         ,-0.333333333,disgust
questionable     ,-0.333333333,disgust
rags             ,-0.333333333,disgust
recklessness     ,-0.333333333,disgust
remains          ,-0.333333333,disgust
resentment       ,-0.333333333,disgust
saturated        ,-0.333333333,disgust
scream           ,-0.333333333,disgust
screaming        ,-0.333333333,disgust
shack            ,-0.333333333,disgust
shackle          ,-0.333333333,disgust
sickly           ,-0.333333333,disgust
slimy            ,-0.333333333,disgust
slug             ,-0.333333333,disgust
socialism        ,-0.333333333,disgust
socialist        ,-0.333333333,disgust
soiled           ,-0.333333333,disgust
soreness         ,-0.333333333,disgust
speck            ,-0.333333333,disgust
spew             ,-0.333333333,disgust
spoil            ,-0.333333333,disgust
squeamish        ,-0.333333333,disgust
stalemate        ,-0.333333333,disgust
subsidy          ,-0.333333333,disgust
subvert          ,-0.333333333,disgust
suffering        ,-0.333333333,disgust
surly            ,-0.333333333,disgust
tarnish          ,-0.333333333,disgust
tearful          ,-0.333333333,disgust
theism           ,-0.333333333,disgust
thrift           ,-0.333333333,disgust
trashy           ,-0.333333333,disgust
trickery         ,-0.333333333,disgust
undesirable      ,-0.333333333,disgust
unfriendly       ,-0.333333333,disgust
unjustifiable    ,-0.333333333,disgust
unpopular        ,-0.333333333,disgust
untidy           ,-0.333333333,disgust
wasteful         ,-0.333333333,disgust
wince            ,-0.333333333,disgust
woefully         ,-0.333333333,disgust
grievance        ,-0.666666667,disgust
withered         ,-0.666666667,disgust
disillusionment  ,-0.666666667,disgust
gag              ,-0.666666667,disgust
ineffectual      ,-0.666666667,disgust
inhibit          ,-0.666666667,disgust
aftermath        ,-0.666666667,disgust
alienation       ,-0.666666667,disgust
antisocial       ,-0.666666667,disgust
awkwardness      ,-0.666666667,disgust
birch            ,-0.666666667,disgust
confined         ,-0.666666667,disgust
constipation     ,-0.666666667,disgust
coop             ,-0.666666667,disgust
crap             ,-0.666666667,disgust
dank             ,-0.666666667,disgust
decayed          ,-0.666666667,disgust
dilapidated      ,-0.666666667,disgust
disgruntled      ,-0.666666667,disgust
egregious        ,-0.666666667,disgust
gob              ,-0.666666667,disgust
greed            ,-0.666666667,disgust
gutter           ,-0.666666667,disgust
hellish          ,-0.666666667,disgust
hopelessness     ,-0.666666667,disgust
impolite         ,-0.666666667,disgust
inefficiency     ,-0.666666667,disgust
mire             ,-0.666666667,disgust
misbehavior      ,-0.666666667,disgust
outhouse         ,-0.666666667,disgust
pathetic         ,-0.666666667,disgust
plight           ,-0.666666667,disgust
prisoner         ,-0.666666667,disgust
purgatory        ,-0.666666667,disgust
repudiation      ,-0.666666667,disgust
slum             ,-0.666666667,disgust
squirm           ,-0.666666667,disgust
stall            ,-0.666666667,disgust
